country,allLanguageUsed
http://www.wikidata.org/entity/Q974,http://www.wikidata.org/entity/Q150; http://www.wikidata.org/entity/Q33052; http://www.wikidata.org/entity/Q33501; http://www.wikidata.org/entity/Q33573; http://www.wikidata.org/entity/Q33601; http://www.wikidata.org/entity/Q33607; http://www.wikidata.org/entity/Q33702; http://www.wikidata.org/entity/Q33954; http://www.wikidata.org/entity/Q34173; http://www.wikidata.org/entity/Q34819; http://www.wikidata.org/entity/Q34867; http://www.wikidata.org/entity/Q34893; http://www.wikidata.org/entity/Q34895; http://www.wikidata.org/entity/Q34910; http://www.wikidata.org/entity/Q34936; http://www.wikidata.org/entity/Q34989; http://www.wikidata.org/entity/Q35015; http://www.wikidata.org/entity/Q35055; http://www.wikidata.org/entity/Q35066; http://www.wikidata.org/entity/Q35071; http://www.wikidata.org/entity/Q35080; http://www.wikidata.org/entity/Q35089; http://www.wikidata.org/entity/Q35202; http://www.wikidata.org/entity/Q35303; http://www.wikidata.org/entity/Q35306; http://www.wikidata.org/entity/Q35588; http://www.wikidata.org/entity/Q35894; http://www.wikidata.org/entity/Q35915; http://www.wikidata.org/entity/Q35981; http://www.wikidata.org/entity/Q36022; http://www.wikidata.org/entity/Q36056; http://www.wikidata.org/entity/Q36098; http://www.wikidata.org/entity/Q36157; http://www.wikidata.org/entity/Q36217; http://www.wikidata.org/entity/Q36267; http://www.wikidata.org/entity/Q36469; http://www.wikidata.org/entity/Q36473; http://www.wikidata.org/entity/Q36691; http://www.wikidata.org/entity/Q36953; http://www.wikidata.org/entity/Q56296; http://www.wikidata.org/entity/Q56327; http://www.wikidata.org/entity/Q56354; http://www.wikidata.org/entity/Q56507; http://www.wikidata.org/entity/Q56685; http://www.wikidata.org/entity/Q56733; http://www.wikidata.org/entity/Q56795; http://www.wikidata.org/entity/Q112893; http://www.wikidata.org/entity/Q523823; http://www.wikidata.org/entity/Q788423; http://www.wikidata.org/entity/Q1530394; http://www.wikidata.org/entity/Q2361829; http://www.wikidata.org/entity/Q2422065; http://www.wikidata.org/entity/Q2613465; http://www.wikidata.org/entity/Q2613477; http://www.wikidata.org/entity/Q2802914; http://www.wikidata.org/entity/Q2872082; http://www.wikidata.org/entity/Q2880165; http://www.wikidata.org/entity/Q2896850; http://www.wikidata.org/entity/Q2902626; http://www.wikidata.org/entity/Q2909984; http://www.wikidata.org/entity/Q3033547; http://www.wikidata.org/entity/Q3033594; http://www.wikidata.org/entity/Q3046889; http://www.wikidata.org/entity/Q3065432; http://www.wikidata.org/entity/Q3123524; http://www.wikidata.org/entity/Q3130911; http://www.wikidata.org/entity/Q3139484; http://www.wikidata.org/entity/Q3195598; http://www.wikidata.org/entity/Q3196953; http://www.wikidata.org/entity/Q3200846; http://www.wikidata.org/entity/Q3272737; http://www.wikidata.org/entity/Q3438316; http://www.wikidata.org/entity/Q3438330; http://www.wikidata.org/entity/Q3438444; http://www.wikidata.org/entity/Q3441160; http://www.wikidata.org/entity/Q3441375; http://www.wikidata.org/entity/Q3447440; http://www.wikidata.org/entity/Q3449964; http://www.wikidata.org/entity/Q3450207; http://www.wikidata.org/entity/Q3450590; http://www.wikidata.org/entity/Q3481999; http://www.wikidata.org/entity/Q3515058; http://www.wikidata.org/entity/Q3515074; http://www.wikidata.org/entity/Q3913277; http://www.wikidata.org/entity/Q3913339; http://www.wikidata.org/entity/Q3915310; http://www.wikidata.org/entity/Q3915331; http://www.wikidata.org/entity/Q4121133; http://www.wikidata.org/entity/Q4144560; http://www.wikidata.org/entity/Q4286464; http://www.wikidata.org/entity/Q4849710; http://www.wikidata.org/entity/Q4885023; http://www.wikidata.org/entity/Q4901671; http://www.wikidata.org/entity/Q4914403; http://www.wikidata.org/entity/Q4914576; http://www.wikidata.org/entity/Q4952785; http://www.wikidata.org/entity/Q5003401; http://www.wikidata.org/entity/Q5003678; http://www.wikidata.org/entity/Q5319622; http://www.wikidata.org/entity/Q5381452; http://www.wikidata.org/entity/Q5464911; http://www.wikidata.org/entity/Q5531038; http://www.wikidata.org/entity/Q5684097; http://www.wikidata.org/entity/Q5710904; http://www.wikidata.org/entity/Q5711209; http://www.wikidata.org/entity/Q5713543; http://www.wikidata.org/entity/Q6344539; http://www.wikidata.org/entity/Q6347840; http://www.wikidata.org/entity/Q6362818; http://www.wikidata.org/entity/Q6370438; http://www.wikidata.org/entity/Q6385426; http://www.wikidata.org/entity/Q6385549; http://www.wikidata.org/entity/Q6428450; http://www.wikidata.org/entity/Q6448199; http://www.wikidata.org/entity/Q6480112; http://www.wikidata.org/entity/Q6480326; http://www.wikidata.org/entity/Q6522474; http://www.wikidata.org/entity/Q6683546; http://www.wikidata.org/entity/Q6706953; http://www.wikidata.org/entity/Q6720909; http://www.wikidata.org/entity/Q6748877; http://www.wikidata.org/entity/Q6797580; http://www.wikidata.org/entity/Q6799583; http://www.wikidata.org/entity/Q6799676; http://www.wikidata.org/entity/Q6799710; http://www.wikidata.org/entity/Q6799727; http://www.wikidata.org/entity/Q6883590; http://www.wikidata.org/entity/Q6944591; http://www.wikidata.org/entity/Q6983774; http://www.wikidata.org/entity/Q6983788; http://www.wikidata.org/entity/Q6983857; http://www.wikidata.org/entity/Q7022243; http://www.wikidata.org/entity/Q7022266; http://www.wikidata.org/entity/Q7022396; http://www.wikidata.org/entity/Q7070830; http://www.wikidata.org/entity/Q7070876; http://www.wikidata.org/entity/Q7070879; http://www.wikidata.org/entity/Q7089928; http://www.wikidata.org/entity/Q7124357; http://www.wikidata.org/entity/Q7162372; http://www.wikidata.org/entity/Q7166821; http://www.wikidata.org/entity/Q7193313; http://www.wikidata.org/entity/Q7194986; http://www.wikidata.org/entity/Q7208577; http://www.wikidata.org/entity/Q7383564; http://www.wikidata.org/entity/Q7403607; http://www.wikidata.org/entity/Q7442316; http://www.wikidata.org/entity/Q7450555; http://www.wikidata.org/entity/Q7453056; http://www.wikidata.org/entity/Q7555138; http://www.wikidata.org/entity/Q7560881; http://www.wikidata.org/entity/Q7561296; http://www.wikidata.org/entity/Q7673650; http://www.wikidata.org/entity/Q7675188; http://www.wikidata.org/entity/Q7679530; http://www.wikidata.org/entity/Q7915259; http://www.wikidata.org/entity/Q8032058; http://www.wikidata.org/entity/Q8051428; http://www.wikidata.org/entity/Q8071960; http://www.wikidata.org/entity/Q8836662; http://www.wikidata.org/entity/Q9229429; http://www.wikidata.org/entity/Q10961696; http://www.wikidata.org/entity/Q10961975; http://www.wikidata.org/entity/Q10975396; http://www.wikidata.org/entity/Q10977716; http://www.wikidata.org/entity/Q11002185; http://www.wikidata.org/entity/Q11002922; http://www.wikidata.org/entity/Q11003249; http://www.wikidata.org/entity/Q11003832; http://www.wikidata.org/entity/Q11008360; http://www.wikidata.org/entity/Q11008568; http://www.wikidata.org/entity/Q11008893; http://www.wikidata.org/entity/Q11011614; http://www.wikidata.org/entity/Q11011905; http://www.wikidata.org/entity/Q11013108; http://www.wikidata.org/entity/Q11017686; http://www.wikidata.org/entity/Q11028905; http://www.wikidata.org/entity/Q11029738; http://www.wikidata.org/entity/Q11030685; http://www.wikidata.org/entity/Q11033939; http://www.wikidata.org/entity/Q11057478; http://www.wikidata.org/entity/Q11110766; http://www.wikidata.org/entity/Q11120157; http://www.wikidata.org/entity/Q11126081; http://www.wikidata.org/entity/Q11129517; http://www.wikidata.org/entity/Q11130292; http://www.wikidata.org/entity/Q11132859; http://www.wikidata.org/entity/Q11137550; http://www.wikidata.org/entity/Q11154769; http://www.wikidata.org/entity/Q11154772; http://www.wikidata.org/entity/Q11164947; http://www.wikidata.org/entity/Q11167192; http://www.wikidata.org/entity/Q11259563; http://www.wikidata.org/entity/Q11275553; http://www.wikidata.org/entity/Q11732666; http://www.wikidata.org/entity/Q12952571; http://www.wikidata.org/entity/Q12952687; http://www.wikidata.org/entity/Q12952719; http://www.wikidata.org/entity/Q12952953; http://www.wikidata.org/entity/Q12953148; http://www.wikidata.org/entity/Q13123409; http://www.wikidata.org/entity/Q13123561; http://www.wikidata.org/entity/Q13123599; http://www.wikidata.org/entity/Q14916883; http://www.wikidata.org/entity/Q17522631; http://www.wikidata.org/entity/Q17522635; http://www.wikidata.org/entity/Q42303990; http://www.wikidata.org/entity/Q63283489
http://www.wikidata.org/entity/Q43,http://www.wikidata.org/entity/Q256; http://www.wikidata.org/entity/Q7918; http://www.wikidata.org/entity/Q8108; http://www.wikidata.org/entity/Q10199; http://www.wikidata.org/entity/Q33290; http://www.wikidata.org/entity/Q33538; http://www.wikidata.org/entity/Q34040; http://www.wikidata.org/entity/Q35394; http://www.wikidata.org/entity/Q36163; http://www.wikidata.org/entity/Q36748; http://www.wikidata.org/entity/Q36885; http://www.wikidata.org/entity/Q36931; http://www.wikidata.org/entity/Q56577; http://www.wikidata.org/entity/Q180945; http://www.wikidata.org/entity/Q1160372; http://www.wikidata.org/entity/Q2360396; http://www.wikidata.org/entity/Q3449805; http://www.wikidata.org/entity/Q6023868; http://www.wikidata.org/entity/Q22809485
http://www.wikidata.org/entity/Q45,http://www.wikidata.org/entity/Q5146; http://www.wikidata.org/entity/Q9307; http://www.wikidata.org/entity/Q13330; http://www.wikidata.org/entity/Q29507; http://www.wikidata.org/entity/Q3915472; http://www.wikidata.org/entity/Q6863806
http://www.wikidata.org/entity/Q55,http://www.wikidata.org/entity/Q7411
http://www.wikidata.org/entity/Q77,http://www.wikidata.org/entity/Q1321; http://www.wikidata.org/entity/Q7901470
http://www.wikidata.org/entity/Q79,http://www.wikidata.org/entity/Q29919; http://www.wikidata.org/entity/Q33025; http://www.wikidata.org/entity/Q36155; http://www.wikidata.org/entity/Q36814; http://www.wikidata.org/entity/Q56467; http://www.wikidata.org/entity/Q56503; http://www.wikidata.org/entity/Q56592; http://www.wikidata.org/entity/Q56714; http://www.wikidata.org/entity/Q5348443; http://www.wikidata.org/entity/Q20639851
http://www.wikidata.org/entity/Q96,http://www.wikidata.org/entity/Q1321; http://www.wikidata.org/entity/Q13214; http://www.wikidata.org/entity/Q13354; http://www.wikidata.org/entity/Q27867; http://www.wikidata.org/entity/Q33044; http://www.wikidata.org/entity/Q33393; http://www.wikidata.org/entity/Q33467; http://www.wikidata.org/entity/Q34191; http://www.wikidata.org/entity/Q34281; http://www.wikidata.org/entity/Q34923; http://www.wikidata.org/entity/Q35175; http://www.wikidata.org/entity/Q35179; http://www.wikidata.org/entity/Q35233; http://www.wikidata.org/entity/Q35573; http://www.wikidata.org/entity/Q35575; http://www.wikidata.org/entity/Q35766; http://www.wikidata.org/entity/Q36228; http://www.wikidata.org/entity/Q36230; http://www.wikidata.org/entity/Q36583; http://www.wikidata.org/entity/Q36686; http://www.wikidata.org/entity/Q36762; http://www.wikidata.org/entity/Q36803; http://www.wikidata.org/entity/Q36808; http://www.wikidata.org/entity/Q36809; http://www.wikidata.org/entity/Q56329; http://www.wikidata.org/entity/Q56330; http://www.wikidata.org/entity/Q56343; http://www.wikidata.org/entity/Q56349; http://www.wikidata.org/entity/Q56451; http://www.wikidata.org/entity/Q56455; http://www.wikidata.org/entity/Q56460; http://www.wikidata.org/entity/Q56706; http://www.wikidata.org/entity/Q56726; http://www.wikidata.org/entity/Q56728; http://www.wikidata.org/entity/Q56729; http://www.wikidata.org/entity/Q56730; http://www.wikidata.org/entity/Q323325; http://www.wikidata.org/entity/Q603106; http://www.wikidata.org/entity/Q1941682; http://www.wikidata.org/entity/Q2011413; http://www.wikidata.org/entity/Q2073277; http://www.wikidata.org/entity/Q2194290; http://www.wikidata.org/entity/Q2262283; http://www.wikidata.org/entity/Q2304583; http://www.wikidata.org/entity/Q2379405; http://www.wikidata.org/entity/Q2393095; http://www.wikidata.org/entity/Q2454915; http://www.wikidata.org/entity/Q2514044; http://www.wikidata.org/entity/Q2579500; http://www.wikidata.org/entity/Q2678840; http://www.wikidata.org/entity/Q2896217; http://www.wikidata.org/entity/Q2963735; http://www.wikidata.org/entity/Q2964262; http://www.wikidata.org/entity/Q2964450; http://www.wikidata.org/entity/Q2964457; http://www.wikidata.org/entity/Q3027471; http://www.wikidata.org/entity/Q3053288; http://www.wikidata.org/entity/Q3086050; http://www.wikidata.org/entity/Q3182593; http://www.wikidata.org/entity/Q3307204; http://www.wikidata.org/entity/Q3317286; http://www.wikidata.org/entity/Q3317290; http://www.wikidata.org/entity/Q3361762; http://www.wikidata.org/entity/Q3361763; http://www.wikidata.org/entity/Q3361765; http://www.wikidata.org/entity/Q3364475; http://www.wikidata.org/entity/Q3388544; http://www.wikidata.org/entity/Q3450252; http://www.wikidata.org/entity/Q3501942; http://www.wikidata.org/entity/Q3518245; http://www.wikidata.org/entity/Q3539587; http://www.wikidata.org/entity/Q3574815; http://www.wikidata.org/entity/Q3574818; http://www.wikidata.org/entity/Q3915427; http://www.wikidata.org/entity/Q3915511; http://www.wikidata.org/entity/Q3915525; http://www.wikidata.org/entity/Q3915551; http://www.wikidata.org/entity/Q3915999; http://www.wikidata.org/entity/Q4358289; http://www.wikidata.org/entity/Q4632950; http://www.wikidata.org/entity/Q4709425; http://www.wikidata.org/entity/Q4734726; http://www.wikidata.org/entity/Q4740613; http://www.wikidata.org/entity/Q4800819; http://www.wikidata.org/entity/Q4811888; http://www.wikidata.org/entity/Q4831570; http://www.wikidata.org/entity/Q5017997; http://www.wikidata.org/entity/Q5061727; http://www.wikidata.org/entity/Q5096050; http://www.wikidata.org/entity/Q5099289; http://www.wikidata.org/entity/Q5100110; http://www.wikidata.org/entity/Q5100111; http://www.wikidata.org/entity/Q5100112; http://www.wikidata.org/entity/Q5100113; http://www.wikidata.org/entity/Q5101757; http://www.wikidata.org/entity/Q5103425; http://www.wikidata.org/entity/Q5138603; http://www.wikidata.org/entity/Q5138605; http://www.wikidata.org/entity/Q5180100; http://www.wikidata.org/entity/Q5350733; http://www.wikidata.org/entity/Q5367223; http://www.wikidata.org/entity/Q5449202; http://www.wikidata.org/entity/Q5614751; http://www.wikidata.org/entity/Q5614980; http://www.wikidata.org/entity/Q5626813; http://www.wikidata.org/entity/Q5758709; http://www.wikidata.org/entity/Q5908687; http://www.wikidata.org/entity/Q5908707; http://www.wikidata.org/entity/Q5908722; http://www.wikidata.org/entity/Q6047309; http://www.wikidata.org/entity/Q6047326; http://www.wikidata.org/entity/Q6088873; http://www.wikidata.org/entity/Q6101049; http://www.wikidata.org/entity/Q6101163; http://www.wikidata.org/entity/Q6101171; http://www.wikidata.org/entity/Q6468403; http://www.wikidata.org/entity/Q6468420; http://www.wikidata.org/entity/Q6488084; http://www.wikidata.org/entity/Q6509365; http://www.wikidata.org/entity/Q6694268; http://www.wikidata.org/entity/Q6798223; http://www.wikidata.org/entity/Q6881813; http://www.wikidata.org/entity/Q6884125; http://www.wikidata.org/entity/Q7070684; http://www.wikidata.org/entity/Q7070686; http://www.wikidata.org/entity/Q7076643; http://www.wikidata.org/entity/Q7116610; http://www.wikidata.org/entity/Q7116691; http://www.wikidata.org/entity/Q7171675; http://www.wikidata.org/entity/Q7179700; http://www.wikidata.org/entity/Q7196415; http://www.wikidata.org/entity/Q7271640; http://www.wikidata.org/entity/Q7271642; http://www.wikidata.org/entity/Q7271823; http://www.wikidata.org/entity/Q7334628; http://www.wikidata.org/entity/Q7413220; http://www.wikidata.org/entity/Q7413390; http://www.wikidata.org/entity/Q7413392; http://www.wikidata.org/entity/Q7413841; http://www.wikidata.org/entity/Q7414598; http://www.wikidata.org/entity/Q7414970; http://www.wikidata.org/entity/Q7419277; http://www.wikidata.org/entity/Q7420514; http://www.wikidata.org/entity/Q7511556; http://www.wikidata.org/entity/Q7514027; http://www.wikidata.org/entity/Q7550388; http://www.wikidata.org/entity/Q7570345; http://www.wikidata.org/entity/Q7572000; http://www.wikidata.org/entity/Q7572001; http://www.wikidata.org/entity/Q7672849; http://www.wikidata.org/entity/Q7673668; http://www.wikidata.org/entity/Q7687853; http://www.wikidata.org/entity/Q7692795; http://www.wikidata.org/entity/Q7692927; http://www.wikidata.org/entity/Q7698191; http://www.wikidata.org/entity/Q7708357; http://www.wikidata.org/entity/Q7800805; http://www.wikidata.org/entity/Q7802048; http://www.wikidata.org/entity/Q7802050; http://www.wikidata.org/entity/Q7802959; http://www.wikidata.org/entity/Q7810685; http://www.wikidata.org/entity/Q7810697; http://www.wikidata.org/entity/Q7828390; http://www.wikidata.org/entity/Q7828400; http://www.wikidata.org/entity/Q7857069; http://www.wikidata.org/entity/Q7901979; http://www.wikidata.org/entity/Q8042823; http://www.wikidata.org/entity/Q8042887; http://www.wikidata.org/entity/Q8042924; http://www.wikidata.org/entity/Q8044353; http://www.wikidata.org/entity/Q8047534; http://www.wikidata.org/entity/Q8050300; http://www.wikidata.org/entity/Q8050301; http://www.wikidata.org/entity/Q8050392; http://www.wikidata.org/entity/Q8054817; http://www.wikidata.org/entity/Q8063390; http://www.wikidata.org/entity/Q8063754; http://www.wikidata.org/entity/Q8063756; http://www.wikidata.org/entity/Q8066220; http://www.wikidata.org/entity/Q8074100; http://www.wikidata.org/entity/Q10751739; http://www.wikidata.org/entity/Q10974017; http://www.wikidata.org/entity/Q12182838; http://www.wikidata.org/entity/Q12633013; http://www.wikidata.org/entity/Q12641692; http://www.wikidata.org/entity/Q12641754; http://www.wikidata.org/entity/Q12642078; http://www.wikidata.org/entity/Q12643657; http://www.wikidata.org/entity/Q12645368; http://www.wikidata.org/entity/Q12645448; http://www.wikidata.org/entity/Q12645553; http://www.wikidata.org/entity/Q12953435; http://www.wikidata.org/entity/Q12953437; http://www.wikidata.org/entity/Q12953442; http://www.wikidata.org/entity/Q12953443; http://www.wikidata.org/entity/Q12953453; http://www.wikidata.org/entity/Q12953454; http://www.wikidata.org/entity/Q12953566; http://www.wikidata.org/entity/Q12953568; http://www.wikidata.org/entity/Q12953704; http://www.wikidata.org/entity/Q12953705; http://www.wikidata.org/entity/Q12953706; http://www.wikidata.org/entity/Q12953718; http://www.wikidata.org/entity/Q12953719; http://www.wikidata.org/entity/Q12953721; http://www.wikidata.org/entity/Q12953722; http://www.wikidata.org/entity/Q12953723; http://www.wikidata.org/entity/Q12953724; http://www.wikidata.org/entity/Q12953726; http://www.wikidata.org/entity/Q12953727; http://www.wikidata.org/entity/Q12953729; http://www.wikidata.org/entity/Q12953730; http://www.wikidata.org/entity/Q12953731; http://www.wikidata.org/entity/Q12953733; http://www.wikidata.org/entity/Q12953734; http://www.wikidata.org/entity/Q12953738; http://www.wikidata.org/entity/Q12953739; http://www.wikidata.org/entity/Q12953740; http://www.wikidata.org/entity/Q12953741; http://www.wikidata.org/entity/Q12953754; http://www.wikidata.org/entity/Q12953756; http://www.wikidata.org/entity/Q12953757; http://www.wikidata.org/entity/Q12953760; http://www.wikidata.org/entity/Q12953819; http://www.wikidata.org/entity/Q12953909; http://www.wikidata.org/entity/Q12953917; http://www.wikidata.org/entity/Q12953934; http://www.wikidata.org/entity/Q12953935; http://www.wikidata.org/entity/Q12953989; http://www.wikidata.org/entity/Q12954000; http://www.wikidata.org/entity/Q12954011; http://www.wikidata.org/entity/Q12954015; http://www.wikidata.org/entity/Q12954017; http://www.wikidata.org/entity/Q12954031; http://www.wikidata.org/entity/Q13154149; http://www.wikidata.org/entity/Q13459953; http://www.wikidata.org/entity/Q13510225; http://www.wikidata.org/entity/Q13541830; http://www.wikidata.org/entity/Q13541831; http://www.wikidata.org/entity/Q13581718; http://www.wikidata.org/entity/Q13583504; http://www.wikidata.org/entity/Q13583505; http://www.wikidata.org/entity/Q13583508; http://www.wikidata.org/entity/Q13583510; http://www.wikidata.org/entity/Q13583581; http://www.wikidata.org/entity/Q14697894; http://www.wikidata.org/entity/Q14916912; http://www.wikidata.org/entity/Q15615591; http://www.wikidata.org/entity/Q15615651; http://www.wikidata.org/entity/Q15616302; http://www.wikidata.org/entity/Q15616384; http://www.wikidata.org/entity/Q15616395; http://www.wikidata.org/entity/Q15705753; http://www.wikidata.org/entity/Q16114351; http://www.wikidata.org/entity/Q16115449; http://www.wikidata.org/entity/Q16115511; http://www.wikidata.org/entity/Q20090009; http://www.wikidata.org/entity/Q20162127; http://www.wikidata.org/entity/Q20527242; http://www.wikidata.org/entity/Q23755688; http://www.wikidata.org/entity/Q23755711; http://www.wikidata.org/entity/Q25559575; http://www.wikidata.org/entity/Q25559582; http://www.wikidata.org/entity/Q25559585; http://www.wikidata.org/entity/Q25559587; http://www.wikidata.org/entity/Q25559589; http://www.wikidata.org/entity/Q25559590; http://www.wikidata.org/entity/Q25559598; http://www.wikidata.org/entity/Q25559602; http://www.wikidata.org/entity/Q25559715; http://www.wikidata.org/entity/Q25559716; http://www.wikidata.org/entity/Q25559721; http://www.wikidata.org/entity/Q25559728; http://www.wikidata.org/entity/Q25559729; http://www.wikidata.org/entity/Q25559730; http://www.wikidata.org/entity/Q25559732; http://www.wikidata.org/entity/Q25562736; http://www.wikidata.org/entity/Q31157882; http://www.wikidata.org/entity/Q32093046; http://www.wikidata.org/entity/Q32093049; http://www.wikidata.org/entity/Q32861734; http://www.wikidata.org/entity/Q42365276; http://www.wikidata.org/entity/Q42365630; http://www.wikidata.org/entity/Q42411307; http://www.wikidata.org/entity/Q53482453; http://www.wikidata.org/entity/Q56199161; http://www.wikidata.org/entity/Q57419690; http://www.wikidata.org/entity/Q60611109; http://www.wikidata.org/entity/Q63278779; http://www.wikidata.org/entity/Q63284326
http://www.wikidata.org/entity/Q977,http://www.wikidata.org/entity/Q150; http://www.wikidata.org/entity/Q13275; http://www.wikidata.org/entity/Q27811; http://www.wikidata.org/entity/Q56467
http://www.wikidata.org/entity/Q986,http://www.wikidata.org/entity/Q1860; http://www.wikidata.org/entity/Q27811; http://www.wikidata.org/entity/Q32260; http://www.wikidata.org/entity/Q33025; http://www.wikidata.org/entity/Q34124; http://www.wikidata.org/entity/Q34129; http://www.wikidata.org/entity/Q36041; http://www.wikidata.org/entity/Q36179; http://www.wikidata.org/entity/Q36353; http://www.wikidata.org/entity/Q56467; http://www.wikidata.org/entity/Q56491
http://www.wikidata.org/entity/Q1005,http://www.wikidata.org/entity/Q1860; http://www.wikidata.org/entity/Q33678; http://www.wikidata.org/entity/Q35822; http://www.wikidata.org/entity/Q36284; http://www.wikidata.org/entity/Q1420205; http://www.wikidata.org/entity/Q3507832; http://www.wikidata.org/entity/Q11028033; http://www.wikidata.org/entity/Q12953302; http://www.wikidata.org/entity/Q31172660
http://www.wikidata.org/entity/Q1006,http://www.wikidata.org/entity/Q150; http://www.wikidata.org/entity/Q33990; http://www.wikidata.org/entity/Q35095; http://www.wikidata.org/entity/Q35098; http://www.wikidata.org/entity/Q35508; http://www.wikidata.org/entity/Q35524; http://www.wikidata.org/entity/Q35568; http://www.wikidata.org/entity/Q35695; http://www.wikidata.org/entity/Q35772; http://www.wikidata.org/entity/Q35815; http://www.wikidata.org/entity/Q36003; http://www.wikidata.org/entity/Q36026; http://www.wikidata.org/entity/Q36466; http://www.wikidata.org/entity/Q36935; http://www.wikidata.org/entity/Q36991; http://www.wikidata.org/entity/Q1158971; http://www.wikidata.org/entity/Q1420205; http://www.wikidata.org/entity/Q3198703; http://www.wikidata.org/entity/Q3198896; http://www.wikidata.org/entity/Q3450433; http://www.wikidata.org/entity/Q3502293; http://www.wikidata.org/entity/Q3913286; http://www.wikidata.org/entity/Q3913966; http://www.wikidata.org/entity/Q3913992; http://www.wikidata.org/entity/Q3914478; http://www.wikidata.org/entity/Q3915357; http://www.wikidata.org/entity/Q6520837; http://www.wikidata.org/entity/Q11002130; http://www.wikidata.org/entity/Q11006832; http://www.wikidata.org/entity/Q11034212; http://www.wikidata.org/entity/Q11052867; http://www.wikidata.org/entity/Q11055484; http://www.wikidata.org/entity/Q11155812; http://www.wikidata.org/entity/Q11163298; http://www.wikidata.org/entity/Q15983937; http://www.wikidata.org/entity/Q18546266; http://www.wikidata.org/entity/Q19921576; http://www.wikidata.org/entity/Q31172660; http://www.wikidata.org/entity/Q63257856
http://www.wikidata.org/entity/Q114,http://www.wikidata.org/entity/Q1860; http://www.wikidata.org/entity/Q13275; http://www.wikidata.org/entity/Q13313; http://www.wikidata.org/entity/Q29474; http://www.wikidata.org/entity/Q32930; http://www.wikidata.org/entity/Q33587; http://www.wikidata.org/entity/Q33603; http://www.wikidata.org/entity/Q34222; http://www.wikidata.org/entity/Q35143; http://www.wikidata.org/entity/Q35318; http://www.wikidata.org/entity/Q35614; http://www.wikidata.org/entity/Q35787; http://www.wikidata.org/entity/Q35893; http://www.wikidata.org/entity/Q36313; http://www.wikidata.org/entity/Q36323; http://www.wikidata.org/entity/Q36958; http://www.wikidata.org/entity/Q56339; http://www.wikidata.org/entity/Q56367; http://www.wikidata.org/entity/Q56526; http://www.wikidata.org/entity/Q56536; http://www.wikidata.org/entity/Q56637; http://www.wikidata.org/entity/Q56719; http://www.wikidata.org/entity/Q56856; http://www.wikidata.org/entity/Q56874; http://www.wikidata.org/entity/Q637228; http://www.wikidata.org/entity/Q2387274; http://www.wikidata.org/entity/Q2574767; http://www.wikidata.org/entity/Q2910610; http://www.wikidata.org/entity/Q2919128; http://www.wikidata.org/entity/Q3107606; http://www.wikidata.org/entity/Q3197533; http://www.wikidata.org/entity/Q3362072; http://www.wikidata.org/entity/Q3447297; http://www.wikidata.org/entity/Q3501553; http://www.wikidata.org/entity/Q3518379; http://www.wikidata.org/entity/Q3541935; http://www.wikidata.org/entity/Q3739441; http://www.wikidata.org/entity/Q5414796; http://www.wikidata.org/entity/Q6001357; http://www.wikidata.org/entity/Q6392859; http://www.wikidata.org/entity/Q6401095; http://www.wikidata.org/entity/Q6445968; http://www.wikidata.org/entity/Q6667767; http://www.wikidata.org/entity/Q6754565; http://www.wikidata.org/entity/Q6956591; http://www.wikidata.org/entity/Q7071227; http://www.wikidata.org/entity/Q7208693; http://www.wikidata.org/entity/Q7395896; http://www.wikidata.org/entity/Q7522797; http://www.wikidata.org/entity/Q12629011; http://www.wikidata.org/entity/Q12952344; http://www.wikidata.org/entity/Q12952512; http://www.wikidata.org/entity/Q12953082; http://www.wikidata.org/entity/Q15407179; http://www.wikidata.org/entity/Q15632357; http://www.wikidata.org/entity/Q15632387; http://www.wikidata.org/entity/Q25559347; http://www.wikidata.org/entity/Q63257894; http://www.wikidata.org/entity/Q63259208; http://www.wikidata.org/entity/Q63259319; http://www.wikidata.org/entity/Q63259915; http://www.wikidata.org/entity/Q63283459; http://www.wikidata.org/entity/Q63283476
http://www.wikidata.org/entity/Q1007,http://www.wikidata.org/entity/Q5146; http://www.wikidata.org/entity/Q33339; http://www.wikidata.org/entity/Q33678; http://www.wikidata.org/entity/Q35019; http://www.wikidata.org/entity/Q35095; http://www.wikidata.org/entity/Q35099; http://www.wikidata.org/entity/Q35365; http://www.wikidata.org/entity/Q35508; http://www.wikidata.org/entity/Q35542; http://www.wikidata.org/entity/Q35609; http://www.wikidata.org/entity/Q35789; http://www.wikidata.org/entity/Q35814; http://www.wikidata.org/entity/Q35822; http://www.wikidata.org/entity/Q36026; http://www.wikidata.org/entity/Q36314; http://www.wikidata.org/entity/Q56789; http://www.wikidata.org/entity/Q1420205; http://www.wikidata.org/entity/Q3915357; http://www.wikidata.org/entity/Q6269820
