country,memberOrganization
http://www.wikidata.org/entity/Q837,http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q188822; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q384535; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q795985; http://www.wikidata.org/entity/Q827525; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q1043527; http://www.wikidata.org/entity/Q5611262
http://www.wikidata.org/entity/Q842,http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7172; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q47543; http://www.wikidata.org/entity/Q162656; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q177773; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q201054; http://www.wikidata.org/entity/Q216996; http://www.wikidata.org/entity/Q217172; http://www.wikidata.org/entity/Q233611; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q392739; http://www.wikidata.org/entity/Q472311; http://www.wikidata.org/entity/Q605326; http://www.wikidata.org/entity/Q624307; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q689859; http://www.wikidata.org/entity/Q827525; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q1043527; http://www.wikidata.org/entity/Q1137381; http://www.wikidata.org/entity/Q4783148; http://www.wikidata.org/entity/Q4783192; http://www.wikidata.org/entity/Q5611262; http://www.wikidata.org/entity/Q12183902
http://www.wikidata.org/entity/Q843,http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7785; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q47543; http://www.wikidata.org/entity/Q162656; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q188822; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q233611; http://www.wikidata.org/entity/Q277252; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q384535; http://www.wikidata.org/entity/Q485207; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q1043527; http://www.wikidata.org/entity/Q5611262; http://www.wikidata.org/entity/Q7886981
http://www.wikidata.org/entity/Q846,http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7172; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q47543; http://www.wikidata.org/entity/Q162656; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q233611; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q624307; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q1043527; http://www.wikidata.org/entity/Q1137381; http://www.wikidata.org/entity/Q4783148
http://www.wikidata.org/entity/Q851,http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7172; http://www.wikidata.org/entity/Q7795; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q19771; http://www.wikidata.org/entity/Q47543; http://www.wikidata.org/entity/Q162656; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q217172; http://www.wikidata.org/entity/Q233611; http://www.wikidata.org/entity/Q340195; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q624307; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q827525; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q1043527; http://www.wikidata.org/entity/Q1137381; http://www.wikidata.org/entity/Q4783148; http://www.wikidata.org/entity/Q18109843
http://www.wikidata.org/entity/Q16,http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7184; http://www.wikidata.org/entity/Q7785; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q19771; http://www.wikidata.org/entity/Q37143; http://www.wikidata.org/entity/Q38130; http://www.wikidata.org/entity/Q41550; http://www.wikidata.org/entity/Q81299; http://www.wikidata.org/entity/Q123759; http://www.wikidata.org/entity/Q134102; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q170481; http://www.wikidata.org/entity/Q181574; http://www.wikidata.org/entity/Q188822; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q233611; http://www.wikidata.org/entity/Q340195; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q674182; http://www.wikidata.org/entity/Q782942; http://www.wikidata.org/entity/Q826700; http://www.wikidata.org/entity/Q827525; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q1043527; http://www.wikidata.org/entity/Q1072120; http://www.wikidata.org/entity/Q1480793; http://www.wikidata.org/entity/Q1928989; http://www.wikidata.org/entity/Q2863003; http://www.wikidata.org/entity/Q3772571; http://www.wikidata.org/entity/Q3866537; http://www.wikidata.org/entity/Q4033111; http://www.wikidata.org/entity/Q4426267; http://www.wikidata.org/entity/Q5150848; http://www.wikidata.org/entity/Q5611262; http://www.wikidata.org/entity/Q7768229; http://www.wikidata.org/entity/Q7886981; http://www.wikidata.org/entity/Q15978258
http://www.wikidata.org/entity/Q17,http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q19771; http://www.wikidata.org/entity/Q37143; http://www.wikidata.org/entity/Q38130; http://www.wikidata.org/entity/Q41550; http://www.wikidata.org/entity/Q45177; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q170481; http://www.wikidata.org/entity/Q188822; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q233611; http://www.wikidata.org/entity/Q340195; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q782942; http://www.wikidata.org/entity/Q826700; http://www.wikidata.org/entity/Q827525; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q1043527; http://www.wikidata.org/entity/Q1072120; http://www.wikidata.org/entity/Q1480793; http://www.wikidata.org/entity/Q5611262; http://www.wikidata.org/entity/Q7886981
http://www.wikidata.org/entity/Q20,http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7184; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q8908; http://www.wikidata.org/entity/Q8932; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q41550; http://www.wikidata.org/entity/Q42262; http://www.wikidata.org/entity/Q45177; http://www.wikidata.org/entity/Q81299; http://www.wikidata.org/entity/Q83356; http://www.wikidata.org/entity/Q146165; http://www.wikidata.org/entity/Q166546; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q188822; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q233611; http://www.wikidata.org/entity/Q309195; http://www.wikidata.org/entity/Q340195; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q610886; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q663492; http://www.wikidata.org/entity/Q674182; http://www.wikidata.org/entity/Q782942; http://www.wikidata.org/entity/Q789769; http://www.wikidata.org/entity/Q826700; http://www.wikidata.org/entity/Q827525; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q1043527; http://www.wikidata.org/entity/Q1072120; http://www.wikidata.org/entity/Q1128401; http://www.wikidata.org/entity/Q1377612; http://www.wikidata.org/entity/Q1480793; http://www.wikidata.org/entity/Q1579424; http://www.wikidata.org/entity/Q1928989; http://www.wikidata.org/entity/Q1969730; http://www.wikidata.org/entity/Q1998131; http://www.wikidata.org/entity/Q3866537; http://www.wikidata.org/entity/Q4426190; http://www.wikidata.org/entity/Q5611262
http://www.wikidata.org/entity/Q854,http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7785; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q188822; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q233611; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q795985; http://www.wikidata.org/entity/Q827525; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q1043527; http://www.wikidata.org/entity/Q7886981
http://www.wikidata.org/entity/Q912,http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7159; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q47543; http://www.wikidata.org/entity/Q134102; http://www.wikidata.org/entity/Q162656; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q193272; http://www.wikidata.org/entity/Q294278; http://www.wikidata.org/entity/Q340195; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q384535; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q827525; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q1043527; http://www.wikidata.org/entity/Q2029901; http://www.wikidata.org/entity/Q3348506; http://www.wikidata.org/entity/Q4689777; http://www.wikidata.org/entity/Q5611262
http://www.wikidata.org/entity/Q917,http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q188822; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q795985; http://www.wikidata.org/entity/Q827525; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q1043527
http://www.wikidata.org/entity/Q921,http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7768; http://www.wikidata.org/entity/Q7785; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q45177; http://www.wikidata.org/entity/Q47543; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q170481; http://www.wikidata.org/entity/Q188822; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q233611; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q7886981
http://www.wikidata.org/entity/Q924,http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7159; http://www.wikidata.org/entity/Q7785; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q294278; http://www.wikidata.org/entity/Q340195; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q384535; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q816706; http://www.wikidata.org/entity/Q827525; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q1043527
http://www.wikidata.org/entity/Q928,http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7768; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q162656; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q170481; http://www.wikidata.org/entity/Q188822; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q233611; http://www.wikidata.org/entity/Q277252; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q827525; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q1043527; http://www.wikidata.org/entity/Q5611262; http://www.wikidata.org/entity/Q7886981
http://www.wikidata.org/entity/Q25,
http://www.wikidata.org/entity/Q27,http://www.wikidata.org/entity/Q458; http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q8908; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q41550; http://www.wikidata.org/entity/Q42262; http://www.wikidata.org/entity/Q52847; http://www.wikidata.org/entity/Q81299; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q188822; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q233611; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q663492; http://www.wikidata.org/entity/Q782942; http://www.wikidata.org/entity/Q826700; http://www.wikidata.org/entity/Q827525; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q1043527; http://www.wikidata.org/entity/Q1072120; http://www.wikidata.org/entity/Q1480793; http://www.wikidata.org/entity/Q1998131; http://www.wikidata.org/entity/Q5611262
http://www.wikidata.org/entity/Q30,http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7184; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q19771; http://www.wikidata.org/entity/Q37143; http://www.wikidata.org/entity/Q37470; http://www.wikidata.org/entity/Q41550; http://www.wikidata.org/entity/Q123759; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q170481; http://www.wikidata.org/entity/Q181574; http://www.wikidata.org/entity/Q233611; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q674182; http://www.wikidata.org/entity/Q826700; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q1579424; http://www.wikidata.org/entity/Q2863003; http://www.wikidata.org/entity/Q3866537; http://www.wikidata.org/entity/Q4033111; http://www.wikidata.org/entity/Q4426267; http://www.wikidata.org/entity/Q5150848; http://www.wikidata.org/entity/Q5611262; http://www.wikidata.org/entity/Q7768229
http://www.wikidata.org/entity/Q33,http://www.wikidata.org/entity/Q458; http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q8908; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q41550; http://www.wikidata.org/entity/Q42262; http://www.wikidata.org/entity/Q45177; http://www.wikidata.org/entity/Q81299; http://www.wikidata.org/entity/Q146165; http://www.wikidata.org/entity/Q151991; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q188822; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q233611; http://www.wikidata.org/entity/Q340195; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q663492; http://www.wikidata.org/entity/Q674182; http://www.wikidata.org/entity/Q782942; http://www.wikidata.org/entity/Q789769; http://www.wikidata.org/entity/Q826700; http://www.wikidata.org/entity/Q827525; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q1043527; http://www.wikidata.org/entity/Q1072120; http://www.wikidata.org/entity/Q1480793; http://www.wikidata.org/entity/Q1579424; http://www.wikidata.org/entity/Q1928989; http://www.wikidata.org/entity/Q1969730; http://www.wikidata.org/entity/Q1998131; http://www.wikidata.org/entity/Q3866537; http://www.wikidata.org/entity/Q4426190; http://www.wikidata.org/entity/Q5611262
http://www.wikidata.org/entity/Q35,http://www.wikidata.org/entity/Q458; http://www.wikidata.org/entity/Q1065; http://www.wikidata.org/entity/Q7184; http://www.wikidata.org/entity/Q7809; http://www.wikidata.org/entity/Q7817; http://www.wikidata.org/entity/Q7825; http://www.wikidata.org/entity/Q8475; http://www.wikidata.org/entity/Q8908; http://www.wikidata.org/entity/Q17495; http://www.wikidata.org/entity/Q41550; http://www.wikidata.org/entity/Q42262; http://www.wikidata.org/entity/Q45177; http://www.wikidata.org/entity/Q81299; http://www.wikidata.org/entity/Q146165; http://www.wikidata.org/entity/Q151991; http://www.wikidata.org/entity/Q170424; http://www.wikidata.org/entity/Q188822; http://www.wikidata.org/entity/Q191384; http://www.wikidata.org/entity/Q340195; http://www.wikidata.org/entity/Q376150; http://www.wikidata.org/entity/Q656801; http://www.wikidata.org/entity/Q663492; http://www.wikidata.org/entity/Q674182; http://www.wikidata.org/entity/Q782942; http://www.wikidata.org/entity/Q789769; http://www.wikidata.org/entity/Q827525; http://www.wikidata.org/entity/Q842490; http://www.wikidata.org/entity/Q899770; http://www.wikidata.org/entity/Q1043527; http://www.wikidata.org/entity/Q1072120; http://www.wikidata.org/entity/Q1377612; http://www.wikidata.org/entity/Q1480793; http://www.wikidata.org/entity/Q1928989; http://www.wikidata.org/entity/Q1969730; http://www.wikidata.org/entity/Q3866537; http://www.wikidata.org/entity/Q5611262; http://www.wikidata.org/entity/Q60746147
